index;id;Gender;Customer Type;Age;Type of Travel;Class;Flight Distance;Inflight wifi service;Departure/Arrival time convenient;Ease of Online booking;Gate location;Food and drink;Online boarding;Seat comfort;Inflight entertainment;On-board service;Leg room service;Baggage handling;Checkin service;Inflight service;Cleanliness;Departure Delay in Minutes;Arrival Delay in Minutes;satisfaction
5455;120464;Male;Loyal Customer;14;Personal Travel;Eco;366;2;5;2;3;3;2;3;3;4;3;5;5;5;3;0;0.0;neutral or dissatisfied
5456;77939;Female;disloyal Customer;27;Business travel;Business;214;2;2;2;2;3;2;3;3;4;4;4;4;4;3;0;3.0;neutral or dissatisfied
5457;24834;Female;Loyal Customer;69;Business travel;Business;494;1;4;4;4;1;3;3;1;1;1;1;4;1;3;64;70.0;neutral or dissatisfied
5458;58575;Female;Loyal Customer;49;Business travel;Eco;403;3;5;5;5;1;3;4;3;3;3;3;4;3;2;0;0.0;neutral or dissatisfied
5459;12106;Female;Loyal Customer;41;Business travel;Eco;1034;5;3;3;3;5;5;5;5;1;3;4;2;3;5;41;14.0;satisfied
5460;88463;Female;disloyal Customer;25;Business travel;Eco;594;4;3;4;2;2;4;2;2;4;4;4;2;2;2;0;0.0;neutral or dissatisfied
5461;105974;Male;Loyal Customer;69;Personal Travel;Eco;2295;2;4;2;4;1;2;2;1;5;4;2;4;4;1;31;0.0;neutral or dissatisfied
5462;110607;Male;Loyal Customer;51;Business travel;Business;1867;5;5;5;5;5;4;5;4;4;4;4;3;4;3;25;10.0;satisfied
5463;125212;Female;Loyal Customer;51;Personal Travel;Eco;651;5;2;5;4;5;2;4;4;4;2;1;1;4;3;1;0.0;satisfied
5464;106008;Male;Loyal Customer;18;Business travel;Business;1999;1;1;1;1;1;1;1;1;3;5;4;1;3;1;0;0.0;neutral or dissatisfied
5465;3954;Female;disloyal Customer;24;Business travel;Eco;364;2;5;2;2;4;2;4;4;5;3;5;1;4;4;0;10.0;neutral or dissatisfied
5466;123981;Male;Loyal Customer;50;Business travel;Business;3922;3;3;3;3;2;5;5;5;5;5;4;4;5;4;0;0.0;satisfied
5467;98618;Female;disloyal Customer;48;Business travel;Business;951;2;2;2;2;1;2;1;1;4;5;4;3;4;1;16;15.0;neutral or dissatisfied
5468;66444;Male;Loyal Customer;59;Business travel;Business;2086;1;4;4;4;3;3;4;1;1;1;1;3;1;2;1;0.0;neutral or dissatisfied
5469;87943;Female;Loyal Customer;36;Personal Travel;Business;240;4;5;4;2;4;3;3;5;5;4;5;5;5;4;69;66.0;neutral or dissatisfied
5470;24553;Male;Loyal Customer;40;Business travel;Business;874;4;3;3;3;4;3;4;4;4;4;4;2;4;1;0;0.0;neutral or dissatisfied
5471;49968;Male;Loyal Customer;21;Business travel;Business;3679;2;2;2;2;4;4;3;4;4;3;3;4;2;4;0;0.0;satisfied
5472;107003;Male;Loyal Customer;25;Personal Travel;Eco;937;2;5;2;3;2;2;2;2;3;5;4;3;4;2;0;0.0;neutral or dissatisfied
5473;30032;Female;disloyal Customer;55;Business travel;Eco;399;1;4;1;3;2;1;2;2;2;5;3;2;3;2;0;0.0;neutral or dissatisfied
5474;82005;Male;disloyal Customer;21;Business travel;Eco;1220;3;3;3;4;5;3;3;5;2;2;4;2;4;5;0;7.0;neutral or dissatisfied
5475;73332;Female;disloyal Customer;39;Business travel;Business;1197;3;4;4;1;1;4;1;1;5;3;4;5;5;1;0;0.0;neutral or dissatisfied
5476;92666;Male;Loyal Customer;32;Business travel;Business;2992;4;4;4;4;5;5;5;5;3;4;4;4;5;5;23;21.0;satisfied
5477;16055;Female;disloyal Customer;28;Business travel;Eco;744;2;1;1;4;1;1;1;1;1;5;1;2;4;1;0;0.0;neutral or dissatisfied
5478;116580;Female;disloyal Customer;20;Business travel;Business;342;0;0;0;5;4;0;4;4;4;2;5;4;5;4;6;0.0;satisfied
5479;122262;Female;Loyal Customer;55;Personal Travel;Eco;646;3;3;3;5;1;5;3;4;4;3;5;5;4;1;0;0.0;neutral or dissatisfied
5480;5812;Male;Loyal Customer;30;Personal Travel;Eco;177;4;4;4;3;2;4;5;2;5;4;5;4;5;2;14;7.0;satisfied
5481;23265;Male;Loyal Customer;27;Business travel;Business;2829;2;5;5;5;2;2;2;2;1;5;2;1;2;2;5;0.0;neutral or dissatisfied
5482;56966;Female;disloyal Customer;57;Business travel;Eco;925;4;4;4;2;4;3;4;3;3;2;1;4;2;4;16;17.0;neutral or dissatisfied
5483;111110;Male;Loyal Customer;26;Personal Travel;Eco Plus;240;1;3;1;2;4;1;4;4;2;5;2;3;3;4;22;19.0;neutral or dissatisfied
5484;102189;Female;Loyal Customer;41;Business travel;Business;1639;2;2;2;2;4;5;4;4;4;4;4;5;4;3;49;43.0;satisfied
5485;25883;Female;disloyal Customer;24;Business travel;Eco;907;2;2;2;5;5;2;3;5;5;1;3;4;4;5;23;23.0;neutral or dissatisfied
5486;104329;Male;Loyal Customer;30;Business travel;Business;3575;2;2;2;2;2;2;2;2;1;4;3;3;4;2;26;25.0;neutral or dissatisfied
5487;102453;Female;Loyal Customer;30;Personal Travel;Eco;397;3;4;3;3;5;3;5;5;5;3;5;3;5;5;0;0.0;neutral or dissatisfied
5488;115407;Male;disloyal Customer;36;Business travel;Business;358;2;2;2;3;2;2;2;2;3;5;5;4;5;2;0;0.0;neutral or dissatisfied
5489;116969;Male;disloyal Customer;45;Business travel;Business;370;5;5;5;2;4;5;3;4;5;4;4;5;5;4;94;88.0;satisfied
5490;94505;Male;Loyal Customer;56;Business travel;Business;3342;4;4;4;4;4;4;4;5;5;5;5;4;5;4;1;1.0;satisfied
5491;7688;Female;disloyal Customer;37;Business travel;Eco;204;3;0;3;4;4;3;4;4;2;1;3;4;5;4;0;0.0;neutral or dissatisfied
5492;43602;Male;Loyal Customer;36;Business travel;Business;2315;4;4;4;4;5;2;5;5;5;4;5;5;5;1;0;0.0;satisfied
5493;37759;Male;Loyal Customer;38;Business travel;Eco Plus;944;5;5;4;4;5;5;5;5;3;4;4;5;3;5;21;36.0;satisfied
5494;44583;Male;Loyal Customer;60;Personal Travel;Eco;177;3;3;0;3;4;0;4;4;3;3;2;4;4;4;37;40.0;neutral or dissatisfied
5495;42234;Male;Loyal Customer;44;Business travel;Eco;834;4;3;3;3;5;4;5;5;5;4;2;1;3;5;0;19.0;satisfied
5496;60650;Female;Loyal Customer;43;Business travel;Eco;1620;3;5;5;5;4;2;2;3;3;3;3;3;3;4;35;;neutral or dissatisfied
5497;77704;Female;disloyal Customer;36;Business travel;Eco;689;4;4;4;3;3;4;3;3;1;4;3;3;2;3;0;0.0;neutral or dissatisfied
5498;105134;Male;Loyal Customer;36;Business travel;Business;1586;0;0;0;4;2;4;4;2;2;2;2;4;2;3;14;4.0;satisfied
5499;35978;Male;Loyal Customer;39;Business travel;Business;3694;3;3;3;3;4;3;3;4;4;4;4;2;4;5;14;0.0;satisfied
5500;56972;Female;Loyal Customer;18;Personal Travel;Eco;2454;1;1;1;2;1;2;2;1;4;3;3;2;2;2;5;0.0;neutral or dissatisfied
5501;91019;Female;Loyal Customer;9;Personal Travel;Eco;406;1;5;1;2;3;1;3;3;3;3;4;4;5;3;0;0.0;neutral or dissatisfied
5502;111628;Female;Loyal Customer;46;Business travel;Business;1014;5;5;5;5;5;4;5;5;5;5;5;5;5;5;19;1.0;satisfied
5503;123473;Male;disloyal Customer;27;Business travel;Business;2125;2;2;2;2;5;2;5;5;3;4;3;3;4;5;0;0.0;neutral or dissatisfied
5504;6005;Female;Loyal Customer;60;Business travel;Business;3913;2;2;2;2;3;4;5;2;2;2;2;3;2;4;22;0.0;satisfied
5505;39838;Male;disloyal Customer;58;Business travel;Business;272;2;2;2;4;4;2;4;4;3;3;2;5;1;4;0;0.0;satisfied
5506;51418;Female;Loyal Customer;17;Personal Travel;Eco Plus;209;2;4;2;3;4;2;4;4;2;5;3;4;3;4;36;36.0;neutral or dissatisfied
5507;35548;Male;Loyal Customer;63;Personal Travel;Eco;828;1;4;1;5;3;1;3;3;4;2;4;4;4;3;0;0.0;neutral or dissatisfied
5508;8308;Female;Loyal Customer;50;Business travel;Business;2148;4;4;4;4;3;4;4;5;5;5;5;3;5;4;16;5.0;satisfied
5509;56977;Male;Loyal Customer;39;Personal Travel;Eco;2454;3;5;3;3;3;4;4;5;2;2;4;4;4;4;0;0.0;neutral or dissatisfied
5510;129339;Male;disloyal Customer;68;Business travel;Eco;975;2;2;2;4;4;2;4;4;1;5;4;4;3;4;0;0.0;neutral or dissatisfied
5511;29276;Female;Loyal Customer;60;Business travel;Eco;859;5;3;3;3;3;5;3;5;5;5;5;3;5;4;9;10.0;satisfied
5512;18586;Male;Loyal Customer;40;Business travel;Eco;190;1;4;4;4;1;1;1;1;4;3;3;1;3;1;0;0.0;neutral or dissatisfied
5513;21532;Female;Loyal Customer;14;Personal Travel;Eco;331;3;3;3;3;5;3;5;5;2;2;3;3;4;5;3;15.0;neutral or dissatisfied
5514;1644;Male;Loyal Customer;46;Business travel;Business;435;4;1;1;1;2;3;4;4;4;4;4;4;4;2;2;15.0;neutral or dissatisfied
5515;41590;Male;Loyal Customer;47;Personal Travel;Eco;1482;4;4;4;4;1;4;3;1;1;4;5;3;5;1;0;0.0;neutral or dissatisfied
5516;19085;Male;disloyal Customer;57;Business travel;Eco;296;2;4;2;4;3;2;3;3;5;2;2;4;2;3;0;0.0;neutral or dissatisfied
5517;126420;Female;Loyal Customer;59;Business travel;Business;3634;5;5;5;5;3;5;4;5;5;5;5;5;5;5;1;0.0;satisfied
5518;49235;Male;disloyal Customer;26;Business travel;Eco;89;2;4;2;1;4;2;4;4;5;1;4;3;3;4;0;0.0;neutral or dissatisfied
5519;51193;Male;Loyal Customer;20;Business travel;Eco Plus;89;5;3;3;3;5;5;5;5;1;1;1;3;1;5;0;0.0;satisfied
5520;52007;Female;Loyal Customer;44;Business travel;Business;1710;4;4;4;4;4;1;5;5;5;5;5;1;5;2;0;0.0;satisfied
5521;94733;Female;Loyal Customer;49;Business travel;Eco;233;4;2;2;2;2;2;1;4;4;4;4;4;4;4;28;23.0;neutral or dissatisfied
5522;120671;Female;disloyal Customer;72;Business travel;Eco;280;3;2;3;4;3;3;3;3;4;2;4;2;4;3;0;8.0;neutral or dissatisfied
5523;38134;Female;disloyal Customer;43;Business travel;Eco;721;4;3;3;5;4;3;4;4;3;1;5;5;4;4;6;0.0;neutral or dissatisfied
5524;109639;Male;Loyal Customer;41;Business travel;Business;829;4;4;4;4;3;5;5;5;5;5;5;5;5;5;51;37.0;satisfied
5525;91811;Female;Loyal Customer;12;Personal Travel;Eco;599;3;3;3;2;1;3;1;1;4;3;4;5;3;1;72;70.0;neutral or dissatisfied
5526;102941;Male;Loyal Customer;48;Business travel;Business;719;5;5;5;5;4;5;5;5;5;5;5;3;5;5;0;13.0;satisfied
5527;121493;Male;Loyal Customer;52;Business travel;Business;3019;1;1;1;1;4;5;4;4;4;4;4;4;4;3;55;47.0;satisfied
5528;16930;Female;disloyal Customer;37;Business travel;Eco;820;4;3;3;3;2;3;2;2;5;4;3;4;4;2;0;17.0;neutral or dissatisfied
5529;27603;Male;Loyal Customer;44;Personal Travel;Eco;679;2;4;2;3;4;2;2;4;5;2;5;4;4;4;30;32.0;neutral or dissatisfied
5530;92368;Male;Loyal Customer;42;Business travel;Business;1892;1;1;5;1;3;5;5;2;2;2;2;5;2;5;0;0.0;satisfied
5531;102141;Female;Loyal Customer;54;Business travel;Business;1544;1;1;1;1;3;4;5;5;5;4;5;3;5;3;6;1.0;satisfied
5532;125562;Female;Loyal Customer;68;Business travel;Business;226;1;1;1;1;1;1;5;5;5;5;5;3;5;3;0;10.0;satisfied
5533;101264;Male;Loyal Customer;45;Business travel;Business;676;5;5;2;5;3;3;3;4;4;4;4;2;4;3;0;0.0;satisfied
5534;55082;Female;Loyal Customer;38;Business travel;Business;1609;3;3;3;3;5;2;3;3;3;4;3;1;3;2;0;0.0;neutral or dissatisfied
5535;115524;Female;Loyal Customer;48;Business travel;Business;1922;5;5;5;5;5;5;4;2;2;3;2;4;2;4;0;0.0;satisfied
5536;60266;Male;Loyal Customer;44;Personal Travel;Eco Plus;1607;3;4;3;3;3;3;5;3;3;3;4;5;4;3;38;33.0;neutral or dissatisfied
5537;30360;Male;Loyal Customer;43;Business travel;Business;2055;1;1;1;1;4;1;1;4;4;4;4;5;4;3;0;0.0;satisfied
5538;12520;Female;Loyal Customer;44;Business travel;Eco;871;4;4;4;4;5;3;5;4;4;4;4;1;4;2;0;0.0;satisfied
5539;105785;Male;Loyal Customer;68;Personal Travel;Eco;919;2;3;2;4;3;2;3;3;4;5;4;3;4;3;0;0.0;neutral or dissatisfied
5540;74473;Female;Loyal Customer;48;Business travel;Business;1464;2;2;2;2;4;5;5;4;4;4;4;3;4;5;64;62.0;satisfied
5541;69230;Female;Loyal Customer;46;Business travel;Business;3601;2;2;2;2;3;5;5;2;2;2;2;3;2;4;94;69.0;satisfied
5542;83631;Male;Loyal Customer;26;Personal Travel;Eco;409;1;3;1;4;4;1;4;4;2;4;4;4;3;4;0;0.0;neutral or dissatisfied
5543;30274;Male;Loyal Customer;52;Business travel;Eco;1024;3;3;3;3;4;3;4;4;4;5;3;1;1;4;0;0.0;satisfied
5544;24969;Female;disloyal Customer;29;Business travel;Business;692;3;3;3;3;2;3;3;2;2;2;3;2;4;2;0;5.0;neutral or dissatisfied
5545;85730;Male;Loyal Customer;26;Business travel;Business;666;5;5;1;5;4;4;4;4;3;2;4;5;4;4;0;0.0;satisfied
5546;83076;Female;disloyal Customer;38;Business travel;Eco;1127;1;1;1;4;4;1;2;4;2;2;4;3;3;4;0;5.0;neutral or dissatisfied
5547;82488;Female;disloyal Customer;35;Business travel;Business;488;3;3;3;4;2;3;2;2;5;2;5;4;5;2;0;0.0;neutral or dissatisfied
5548;101922;Male;Loyal Customer;45;Business travel;Eco Plus;2173;3;1;1;1;3;3;3;3;4;1;1;4;3;3;58;35.0;neutral or dissatisfied
5549;64640;Female;Loyal Customer;54;Business travel;Business;469;1;1;1;1;5;5;4;5;5;5;5;5;5;3;0;0.0;satisfied
5550;22415;Male;disloyal Customer;26;Business travel;Eco;145;3;0;3;2;5;3;5;5;4;1;1;1;4;5;0;0.0;neutral or dissatisfied
5551;87423;Female;Loyal Customer;24;Personal Travel;Eco;425;2;0;2;2;1;2;1;1;4;5;5;4;4;1;0;0.0;neutral or dissatisfied
5552;36471;Female;Loyal Customer;33;Personal Travel;Eco;901;2;3;2;2;4;2;4;4;2;2;3;3;3;4;0;21.0;neutral or dissatisfied
5553;73927;Male;Loyal Customer;29;Business travel;Business;2342;1;5;5;5;1;1;1;1;2;1;3;2;3;1;1;0.0;neutral or dissatisfied
5554;95458;Female;Loyal Customer;52;Business travel;Business;3833;1;1;1;1;3;4;5;5;5;5;4;3;5;3;0;0.0;satisfied
5555;95499;Female;Loyal Customer;33;Business travel;Business;528;1;1;1;1;5;5;5;4;4;4;4;3;4;5;0;0.0;satisfied
5556;87255;Male;Loyal Customer;47;Business travel;Business;3234;5;5;5;5;3;4;5;4;4;4;4;5;4;4;13;3.0;satisfied
5557;71361;Male;Loyal Customer;38;Business travel;Business;2554;1;1;1;1;3;4;4;5;5;5;5;5;5;5;0;0.0;satisfied
5558;88413;Female;Loyal Customer;32;Business travel;Eco;442;2;3;1;3;2;2;2;2;1;5;1;3;1;2;0;0.0;neutral or dissatisfied
5559;25685;Female;Loyal Customer;44;Business travel;Business;2409;2;2;2;2;2;4;5;4;4;4;4;3;4;3;8;5.0;satisfied
5560;62180;Female;disloyal Customer;49;Business travel;Business;2565;4;4;4;3;1;4;1;1;5;3;3;3;5;1;1;0.0;satisfied
5561;50428;Female;Loyal Customer;18;Business travel;Business;158;4;3;3;3;2;2;4;2;2;3;3;3;4;2;58;53.0;neutral or dissatisfied
5562;68822;Female;Loyal Customer;38;Personal Travel;Eco Plus;926;1;3;1;4;5;1;5;5;3;4;3;2;3;5;0;0.0;neutral or dissatisfied
5563;40302;Female;Loyal Customer;54;Personal Travel;Eco;387;2;3;2;3;1;2;4;2;2;2;2;3;2;5;0;6.0;neutral or dissatisfied
5564;121106;Male;Loyal Customer;58;Business travel;Business;2521;3;3;3;3;5;5;5;5;2;4;5;5;3;5;4;14.0;satisfied
5565;104583;Male;disloyal Customer;18;Business travel;Eco;369;0;0;0;2;2;0;2;2;5;2;5;4;5;2;0;3.0;satisfied
5566;109560;Male;Loyal Customer;49;Personal Travel;Eco;920;1;2;1;3;5;1;5;5;2;4;3;2;3;5;18;0.0;neutral or dissatisfied
5567;29224;Male;Loyal Customer;37;Business travel;Business;2857;2;2;2;2;2;5;4;5;5;5;5;5;5;4;0;11.0;satisfied
5568;2273;Female;Loyal Customer;54;Business travel;Business;3630;1;1;1;1;3;5;4;5;5;5;5;4;5;5;18;14.0;satisfied
5569;20259;Female;Loyal Customer;18;Business travel;Business;1843;4;2;5;5;4;4;4;4;1;2;4;3;4;4;0;0.0;neutral or dissatisfied
5570;112051;Male;Loyal Customer;56;Business travel;Business;2255;4;1;4;4;2;4;4;3;3;3;3;4;3;4;0;0.0;satisfied
5571;14140;Male;Loyal Customer;23;Personal Travel;Eco;594;3;3;3;3;1;3;1;1;2;1;4;5;2;1;28;33.0;neutral or dissatisfied
5572;82272;Male;Loyal Customer;57;Business travel;Business;1481;3;1;1;1;3;4;4;3;3;2;3;4;3;1;0;0.0;neutral or dissatisfied
5573;92186;Female;Loyal Customer;59;Business travel;Business;1956;5;5;5;5;2;4;5;5;5;5;5;4;5;4;0;2.0;satisfied
5574;51176;Female;Loyal Customer;53;Personal Travel;Eco;250;4;5;4;3;5;5;4;3;3;4;3;3;3;4;68;61.0;neutral or dissatisfied
5575;3906;Male;Loyal Customer;10;Personal Travel;Eco;213;2;0;0;2;2;0;2;2;5;4;5;3;5;2;0;0.0;neutral or dissatisfied
5576;76562;Male;Loyal Customer;52;Business travel;Business;3358;2;1;1;1;2;3;4;2;2;2;2;1;2;3;0;9.0;neutral or dissatisfied
5577;78964;Female;Loyal Customer;46;Business travel;Business;1983;2;2;2;2;4;5;5;4;3;4;4;5;5;5;176;166.0;satisfied
5578;100306;Female;Loyal Customer;26;Business travel;Business;1587;2;2;2;2;4;4;4;4;4;2;4;4;4;4;39;17.0;satisfied
5579;106734;Female;Loyal Customer;41;Business travel;Business;1939;3;3;3;3;5;4;5;4;4;4;4;5;4;4;71;78.0;satisfied
5580;100288;Male;Loyal Customer;40;Business travel;Business;1073;3;3;3;3;4;5;4;4;4;4;4;3;4;3;0;0.0;satisfied
5581;96780;Female;Loyal Customer;41;Business travel;Business;849;5;5;5;5;4;4;4;2;2;3;2;4;2;4;0;0.0;satisfied
5582;75113;Male;disloyal Customer;35;Business travel;Business;1723;1;1;1;2;4;1;4;4;3;4;4;3;5;4;62;90.0;neutral or dissatisfied
5583;7086;Male;Loyal Customer;48;Business travel;Business;3901;2;1;1;1;2;4;3;2;2;2;2;3;2;3;2;23.0;neutral or dissatisfied
5584;96240;Female;Loyal Customer;38;Business travel;Eco;386;2;3;3;3;2;2;2;2;4;3;1;2;4;2;0;0.0;satisfied
5585;66084;Male;Loyal Customer;15;Personal Travel;Eco;1055;3;5;3;5;2;3;2;2;4;3;4;3;5;2;4;0.0;neutral or dissatisfied
5586;95178;Female;Loyal Customer;33;Personal Travel;Eco;189;1;3;1;4;2;1;2;2;4;5;1;3;1;2;15;33.0;neutral or dissatisfied
5587;3410;Male;Loyal Customer;11;Personal Travel;Eco;213;1;0;1;3;2;1;2;2;4;4;5;5;5;2;0;37.0;neutral or dissatisfied
5588;32562;Male;disloyal Customer;26;Business travel;Eco;102;2;3;2;3;5;2;5;5;4;1;1;1;2;5;0;0.0;neutral or dissatisfied
5589;97104;Male;disloyal Customer;15;Business travel;Business;1357;5;0;5;4;3;5;3;3;3;3;5;4;5;3;0;2.0;satisfied
5590;7221;Female;Loyal Customer;62;Business travel;Business;3574;1;4;4;4;1;4;3;3;3;3;1;1;3;1;24;15.0;neutral or dissatisfied
5591;126474;Female;Loyal Customer;27;Business travel;Eco;1849;1;1;1;1;1;1;1;1;2;2;2;4;3;1;0;9.0;neutral or dissatisfied
5592;112577;Female;Loyal Customer;26;Business travel;Business;2934;3;3;3;3;4;4;4;4;5;5;5;3;5;4;0;0.0;satisfied
5593;94473;Male;disloyal Customer;40;Business travel;Business;677;4;4;4;3;2;4;2;2;4;5;5;3;5;2;0;0.0;neutral or dissatisfied
5594;57408;Female;disloyal Customer;70;Business travel;Business;455;2;2;2;1;2;2;4;2;4;3;4;3;4;2;0;0.0;neutral or dissatisfied
5595;16853;Male;Loyal Customer;33;Business travel;Eco;746;5;2;2;2;5;5;5;5;5;2;4;4;3;5;44;35.0;satisfied
5596;8180;Female;Loyal Customer;56;Business travel;Eco;125;3;5;4;4;2;4;3;3;3;3;3;1;3;2;0;0.0;neutral or dissatisfied
5597;76040;Male;disloyal Customer;21;Business travel;Eco;669;4;0;4;2;4;4;4;4;4;3;4;3;4;4;0;0.0;satisfied
5598;37181;Female;Loyal Customer;9;Personal Travel;Eco;1046;3;5;3;3;1;3;5;1;4;4;3;1;2;1;0;0.0;neutral or dissatisfied
5599;93528;Female;Loyal Customer;27;Business travel;Business;1218;5;5;5;5;4;4;4;4;3;2;5;4;5;4;3;0.0;satisfied
5600;53867;Male;Loyal Customer;22;Business travel;Business;2055;1;1;1;1;4;4;1;4;4;3;3;4;3;4;0;0.0;neutral or dissatisfied
5601;49975;Female;Loyal Customer;37;Business travel;Business;2079;5;5;5;5;5;3;5;5;5;5;5;1;5;2;0;0.0;satisfied
5602;64775;Female;Loyal Customer;35;Business travel;Business;1807;2;5;4;4;2;4;3;2;2;2;2;3;2;2;0;0.0;neutral or dissatisfied
5603;120426;Male;Loyal Customer;39;Business travel;Business;449;3;3;3;3;4;5;5;5;5;5;5;3;5;3;0;0.0;satisfied
5604;78625;Female;Loyal Customer;39;Business travel;Business;1426;1;1;1;1;2;4;4;5;5;5;5;4;5;4;0;0.0;satisfied
5605;72452;Male;Loyal Customer;60;Business travel;Business;1121;4;4;4;4;5;5;4;4;4;4;4;4;4;4;0;0.0;satisfied
5606;18371;Male;Loyal Customer;39;Personal Travel;Eco;169;2;4;2;3;4;2;4;4;3;2;4;4;5;4;0;3.0;neutral or dissatisfied
5607;96308;Male;Loyal Customer;49;Business travel;Business;490;4;4;4;4;5;4;5;4;4;4;4;4;4;4;0;0.0;satisfied
5608;76470;Male;disloyal Customer;28;Business travel;Business;534;0;0;0;5;4;0;4;4;4;2;5;5;4;4;0;19.0;satisfied
5609;128859;Male;Loyal Customer;24;Business travel;Business;2475;5;5;5;5;4;4;4;4;4;4;5;3;4;4;11;0.0;satisfied
5610;26961;Female;Loyal Customer;58;Personal Travel;Business;867;3;3;3;1;3;2;3;5;5;3;4;1;5;3;0;0.0;neutral or dissatisfied
5611;107688;Male;Loyal Customer;37;Business travel;Business;405;1;1;2;1;4;3;3;1;1;2;1;1;1;4;50;49.0;neutral or dissatisfied
5612;103129;Female;disloyal Customer;20;Business travel;Eco;687;2;2;2;1;1;2;1;1;3;5;4;3;4;1;8;0.0;neutral or dissatisfied
5613;38452;Female;Loyal Customer;46;Business travel;Eco;1226;2;5;5;5;3;5;4;2;2;2;2;4;2;3;14;23.0;satisfied
5614;37956;Male;Loyal Customer;56;Business travel;Business;1211;2;2;2;2;5;4;4;2;2;2;2;4;2;5;0;4.0;satisfied
5615;81649;Male;Loyal Customer;29;Business travel;Business;2510;4;4;4;4;4;4;4;4;3;2;5;3;5;4;2;0.0;satisfied
5616;42169;Female;Loyal Customer;34;Business travel;Business;748;5;5;3;5;3;1;2;5;5;5;5;4;5;2;9;0.0;satisfied
5617;86759;Male;Loyal Customer;38;Personal Travel;Eco;821;1;5;1;3;3;1;3;3;3;3;4;5;5;3;0;0.0;neutral or dissatisfied
5618;90483;Male;Loyal Customer;44;Business travel;Business;581;4;4;2;4;3;4;5;3;3;3;3;4;3;4;2;0.0;satisfied
5619;13387;Male;disloyal Customer;27;Business travel;Eco;505;0;0;0;4;1;0;1;1;5;5;2;3;2;1;0;0.0;satisfied
5620;66817;Male;Loyal Customer;40;Business travel;Business;2269;5;5;5;5;2;4;5;5;5;5;5;3;5;3;122;108.0;satisfied
5621;13026;Female;Loyal Customer;12;Personal Travel;Eco;374;2;4;2;4;1;2;1;1;4;3;5;4;4;1;48;43.0;neutral or dissatisfied
5622;53123;Female;Loyal Customer;14;Personal Travel;Eco;2065;3;4;3;4;3;4;4;3;5;4;5;4;3;4;0;37.0;neutral or dissatisfied
5623;5062;Male;disloyal Customer;22;Business travel;Eco;303;2;4;2;3;1;2;1;1;3;5;4;4;5;1;0;25.0;neutral or dissatisfied
5624;9190;Female;Loyal Customer;51;Personal Travel;Eco;363;1;4;1;2;4;4;4;4;4;1;4;5;4;5;0;0.0;neutral or dissatisfied
5625;96768;Female;disloyal Customer;16;Business travel;Business;972;0;0;0;3;4;0;4;4;4;5;4;3;4;4;0;0.0;satisfied
5626;7174;Male;Loyal Customer;61;Business travel;Eco;116;1;3;3;3;1;1;1;3;3;3;3;1;2;1;100;154.0;neutral or dissatisfied
5627;128466;Female;Loyal Customer;15;Personal Travel;Eco;370;2;2;2;4;2;2;2;2;2;5;4;3;4;2;1;0.0;neutral or dissatisfied
5628;29107;Male;Loyal Customer;37;Personal Travel;Eco;987;3;5;3;5;3;3;3;3;4;3;5;3;5;3;0;0.0;neutral or dissatisfied
5629;80501;Female;Loyal Customer;47;Business travel;Business;1749;2;2;2;2;4;4;4;5;5;5;5;5;5;5;0;1.0;satisfied
5630;27636;Female;Loyal Customer;11;Business travel;Eco Plus;956;1;4;4;4;1;1;3;1;1;4;3;4;3;1;0;0.0;neutral or dissatisfied
5631;62399;Male;Loyal Customer;51;Personal Travel;Eco;2704;2;4;1;5;4;1;4;4;3;4;5;5;4;4;0;0.0;neutral or dissatisfied
5632;99581;Male;Loyal Customer;32;Business travel;Eco;930;2;5;3;5;2;2;2;2;3;1;3;1;4;2;54;70.0;neutral or dissatisfied
5633;21460;Male;Loyal Customer;44;Business travel;Business;1922;1;3;3;3;4;2;2;1;1;1;1;3;1;3;27;18.0;neutral or dissatisfied
5634;116989;Male;disloyal Customer;25;Business travel;Business;621;3;5;2;3;4;2;4;4;4;4;5;3;4;4;0;0.0;neutral or dissatisfied
5635;13214;Female;Loyal Customer;53;Business travel;Eco;468;4;5;5;5;4;4;4;3;2;5;1;4;1;4;134;120.0;satisfied
5636;126538;Male;Loyal Customer;55;Business travel;Business;644;2;2;3;2;3;5;5;4;4;4;4;4;4;4;0;0.0;satisfied
5637;1462;Male;Loyal Customer;49;Business travel;Eco;372;4;1;1;1;4;4;4;4;4;5;4;3;3;4;0;0.0;neutral or dissatisfied
5638;5766;Male;Loyal Customer;51;Personal Travel;Eco;642;1;5;1;1;2;1;2;2;4;4;5;4;4;2;0;0.0;neutral or dissatisfied
5639;106154;Male;Loyal Customer;37;Business travel;Business;3990;3;5;5;5;3;4;3;3;3;2;3;1;3;2;44;40.0;neutral or dissatisfied
5640;97416;Male;disloyal Customer;52;Business travel;Business;587;5;5;5;1;3;5;3;3;3;5;4;5;4;3;0;0.0;satisfied
5641;126554;Male;Loyal Customer;18;Personal Travel;Eco;644;2;5;2;1;3;2;3;3;4;5;4;4;5;3;24;33.0;neutral or dissatisfied
5642;36825;Female;disloyal Customer;58;Business travel;Eco;369;3;0;3;2;4;3;2;4;3;1;4;2;5;4;0;0.0;neutral or dissatisfied
5643;49099;Female;Loyal Customer;43;Business travel;Eco;190;5;2;2;2;3;1;2;5;5;5;5;4;5;4;38;63.0;satisfied
